,rating,date,review
192,5,2021-12-25T22:24:27.000Z,"Gift Cards…
Once Bettermusic provided link to Gift Cards it was a very easy process to buy and send to recipient. I would recommend a link in Shop by Category that takes you to vouchers/Gift Cards etc."
193,5,2021-12-25T19:38:46.000Z,"Great range online and very happy with…
Great range online and very happy with goods I brought for Christmas presents.
Excellent prices and got my delivery next day 😀"
194,5,2021-12-25T07:16:38.000Z,Great price and super fast delivery 👍
195,5,2021-12-25T02:21:47.000Z,"Excellent service from Better Music
Excellent service from Better Music . You couldn’t ask for more."
196,5,2021-12-24T09:39:08.000Z,"Taylor gs mini e koa
Arrived before Christmas in mint condition. Even tuned for me! Thanks very much!"
197,5,2021-12-24T02:31:50.000Z,"Couldn't of asked for better service!
Couldn't of asked for better service or a better product.
Thank you guys for being so patient with all of my shenanigans, you're a great team!"
198,5,2021-12-24T01:26:34.000Z,Sent it out very quickly
199,5,2021-12-24T01:22:42.000Z,"Fast shipping
Fast shipping! Well done guys. Keep up the great work!"
200,5,2021-12-24T01:15:06.000Z,"Great products and service
10/10 would shop there again"
201,5,2021-12-24T01:01:04.000Z,"Ordered a gift voucher
Ordered a gift voucher. System worked well and I was able to print a very neat gift certificate."
202,5,2021-12-23T19:35:52.000Z,"I have been oredering through few times…
I have been oredering through few times and the result is always the same,
great!
And I certainly will in the future."
203,5,2021-12-23T09:58:07.000Z,"The product is great
The product is great, delivery is quick, packaging is excellent."
204,5,2021-12-23T02:26:10.000Z,"Fast delvery
Fast delivery"
205,5,2021-12-23T01:21:55.000Z,"Very easy online shopping
Very easy online shopping, great customer service and prompt delivery."
206,5,2021-12-23T01:11:10.000Z,"Prompt and reliable customer service…
Prompt and reliable customer service and a good online shopping experience"
207,5,2021-12-22T22:17:38.000Z,"Very happy with my transaction with…
Very happy with my transaction with Better Music and delivery was fast thank you"
208,5,2021-12-22T21:50:49.000Z,"Great product and excellent service…
Great product and excellent service from Better Music."
209,5,2021-12-22T20:17:09.000Z,"Fantastic customer service
Fantastic customer service. Great prices. Highly recommended!"
210,5,2021-12-22T10:09:06.000Z,Great service
211,5,2021-12-22T09:32:20.000Z,"Great pedal
Great pedal. Delivered as promised on time"
212,5,2021-12-22T09:10:58.000Z,"I love Better Music with all my heart and all my money...
Staff is extremely friendly, the store has a great range. The advice I got was spot on, plus the product I bought was AMAZING... definitely my favourite music store of all time. I'm continuing to be a repeat customer year after year :)"
213,5,2021-12-22T08:11:22.000Z,"Great product
Great product. Great price. Great service. Fast delivery."
214,5,2021-12-22T07:04:48.000Z,"Excellent product and fast delivery…
Excellent product and fast delivery thank you"
215,5,2021-12-22T07:00:41.000Z,"Confidence at every step
Great service - from the website clearly advising the item would be back ordered, to confirmation and courtesy update emails, plus a direct phone call on arrival ahead of delivery, the team ensured that I was well informed. Nice to have that personal touch in an age of everything being ""automated"" with robot messages. Kudos to your team for solid service."
216,5,2021-12-22T04:47:35.000Z,"Really excellent and super-fast…
Really excellent and super-fast service. Item arrived 2 or 3 days earlier than expected. With full, regular updates from time of order to delivery - including one personal email and one phone call. Better Music was recommended by the Australian importer/distributor of the item I ordered. I would highly recommend them as my own supplier of choice for musical items."
217,4,2021-12-22T02:10:35.000Z,great range and a good price
218,5,2021-12-21T02:32:50.000Z,"Great customer service and swift…
Great customer service and swift delivery of items."
219,5,2021-12-21T02:17:20.000Z,"All good
All good. Satisfied with delivery."
220,5,2021-12-21T01:43:14.000Z,"Good job
No probs, very quick turnaround, and good pricing. Will use again"
221,5,2021-12-21T01:36:12.000Z,"Couldn't be happier with the great…
Couldn't be happier with the great products and prompt delivery. Excellent in every way!"
222,5,2021-12-21T01:05:03.000Z,"Ukulele Straps
Loved the new Ukulele straps we ordered. Great product with prompt delivery."
223,5,2021-12-20T07:28:38.000Z,"Excellent service
I ordered two music books for my granddaughter and they arrived almost as soon as I had finished the order! Well not quite, but as soon as was physically and logistically possible. Books are perfect and service was excellent."
224,5,2021-12-20T04:37:48.000Z,"Good service
Good prompt service. Very helpful when contacted to purchase a gift voucher for my son"
225,5,2021-12-20T04:25:51.000Z,"Great service & fast delivery
Great service & fast delivery - I will be shopping again"
226,5,2021-12-20T04:03:32.000Z,"superb
superb. can't recommend highly enough.. I had some how not typed in my address fully.. but Kristin was on the phone the next day... Issue all sorted, and parcel dispatched next business day. Arriving a couple of days later..
A great experience and would recommend to friends and family."
227,5,2021-12-20T02:53:07.000Z,"Staff were very friendly and helpful
Staff were very friendly and helpful. Delivery was speedy. The whole experience was very pleasant. Well done!"
228,5,2021-12-20T02:19:33.000Z,"Only had two buying experiences with…
Only had two buying experiences with Better Music. However, everything worked well and arrived quicker than expected on both occasions."
229,5,2021-12-19T22:55:42.000Z,"Excellent
Great prices. Delivered fast!"
230,5,2021-12-19T06:00:21.000Z,"Better Music are fantastic to deal with
Everything went smooth as! Very happy with the service and the time it took for the item to arrive. Very helpful staff."
231,5,2021-12-19T01:42:09.000Z,"Very quick delivery
Very quick delivery, even to a rural area at Christmas. Product as described. Thank you."
232,4,2021-12-18T10:58:51.000Z,"im happy with the service and quality…
im happy with the service and quality of the staff"
233,5,2021-12-18T05:17:57.000Z,"Truly above and beyond
Dealing with Morgan and her team with a purchase just days before Christmas. Better Music set a high bar for customer service and satisfaction whose staff are friendly and informative They all bent over backwards to get things done. A shining example of exemplary service. Their tagine should be. Better service, Better Music. Thanks again"
234,5,2021-12-18T01:33:20.000Z,"All good
All good, with no issues."
235,5,2021-12-17T21:34:08.000Z,"Online purchase of music was handled very efficiently
Online purchase of music was handled very efficiently and the delivery arrived as expected."
236,5,2021-12-17T21:13:29.000Z,"prompt efficient friendly service
prompt efficient friendly service. product arrived earlier than expected even with current freight issues, Price was very good also"
237,5,2021-12-17T20:26:57.000Z,"From the very time I made contact with…
From the very time I made contact with you the service has been very professional.
Due to the fact I live in Auckland NZ, used both your online ordering and payment options. Upon transferring the funds Anthony and the accounts team kept me up dated and once the money has successful arrived the saxophone was processed and sent to me son in Adelaide.
It arrived within 5 days and you have helped make a young man extremely happy.
I can not thank you enough
Regards David Musk"
238,5,2021-12-17T08:02:15.000Z,"First time experience with BM
First time experience with BM. Frank took my online order and was very helpful. Delivery during this period with C19 and Xmas was pronto. Very happy with the guitar and will not hesitate to shop there again. Thanks BM."
239,5,2021-12-17T06:19:09.000Z,Ordered online and got it within 3days
240,5,2021-12-17T03:57:34.000Z,"It was a smooth process from purchasing…
It was a smooth process from purchasing to receiving the gear. No problems no complaints."
241,5,2021-12-17T03:25:28.000Z,"great service
great service - fantastic price - saved $1,000 - and delivery was way ahead of schedule

So all up a great experience and I'll be back for sure"
242,5,2021-12-17T02:42:36.000Z,"Fast delivery
Fast delivery, easy transaction. Thank you!"
243,5,2021-12-17T01:19:17.000Z,"Such prompt service
Such prompt service, even very close to Christmas. Thankyou."
244,5,2021-12-17T01:12:35.000Z,"Awesome service
Awesome service
Speedy send and crazy good packaging.
Cant go wrong with Better cause they are!"
245,5,2021-12-17T01:10:31.000Z,"Fast shipping.
Fast shipping.
Record player is a gift."
246,5,2021-12-16T20:00:41.000Z,"I ordered from Better Music and my…
I ordered from Better Music and my purchase had arrived at my house by the next day! Very impressed with their service!"
